formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass,source,structure_type,source_dir,source_file,cif_source,local_cif_name
CaAuSCl,Direct,0.5758,0.3286,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaAuSCl.cif,PROJECT_ROOT/Data/predict_final_main6/CaAuSCl.cif,CaAuSCl.cif
CaBiSe2F,Direct,0.8714,0.4156,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaBiSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/CaBiSe2F.cif,CaBiSe2F.cif
CaCuSCl,Direct,0.5687,0.3171,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaCuSCl.cif,PROJECT_ROOT/Data/predict_final_main6/CaCuSCl.cif,CaCuSCl.cif
CaCuSeCl,Direct,0.5463,0.3043,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaCuSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/CaCuSeCl.cif,CaCuSeCl.cif
CaCuSeF,Direct,0.6529,0.3486,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaCuSeF.cif,PROJECT_ROOT/Data/predict_final_main6/CaCuSeF.cif,CaCuSeF.cif
CaCuTeCl,Direct,0.9931,0.2954,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaCuTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/CaCuTeCl.cif,CaCuTeCl.cif
CaCuTeF,Direct,0.563,0.2748,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaCuTeF.cif,PROJECT_ROOT/Data/predict_final_main6/CaCuTeF.cif,CaCuTeF.cif
CoBiS2I,Direct,0.6057,0.1443,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CoBiS2I.cif,PROJECT_ROOT/Data/predict_final_main6/CoBiS2I.cif,CoBiS2I.cif
CsAl2Se3Br,Direct,1.0742,0.5205,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsAl2Se3Br.cif,PROJECT_ROOT/Data/predict_final_main6/CsAl2Se3Br.cif,CsAl2Se3Br.cif
CsAl2Se3I,Direct,0.9738,0.4201,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsAl2Se3I.cif,PROJECT_ROOT/Data/predict_final_main6/CsAl2Se3I.cif,CsAl2Se3I.cif
CsBi2Se3I,Direct,1.0285,0.112,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsBi2Se3I.cif,PROJECT_ROOT/Data/predict_final_main6/CsBi2Se3I.cif,CsBi2Se3I.cif
CsBiSeF2,Direct,0.7643,0.3127,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/CsBiSeF2.cif,PROJECT_ROOT/Data/predict_final_main6/CsBiSeF2.cif,CsBiSeF2.cif
CsCaTeF,Direct,0.5727,0.5032,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsCaTeF.cif,PROJECT_ROOT/Data/predict_final_main6/CsCaTeF.cif,CsCaTeF.cif
CsGa2Se3Cl,Direct,0.7812,0.42,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsGa2Se3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/CsGa2Se3Cl.cif,CsGa2Se3Cl.cif
CsGeSF,Direct,0.6522,0.5188,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsGeSF.cif,PROJECT_ROOT/Data/predict_final_main6/CsGeSF.cif,CsGeSF.cif
CsGeSeCl,Direct,0.5081,0.3584,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsGeSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/CsGeSeCl.cif,CsGeSeCl.cif
CsGeTeF,Direct,0.5552,0.4289,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsGeTeF.cif,PROJECT_ROOT/Data/predict_final_main6/CsGeTeF.cif,CsGeTeF.cif
CsHf2Se3I,Direct,0.6643,0.2415,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsHf2Se3I.cif,PROJECT_ROOT/Data/predict_final_main6/CsHf2Se3I.cif,CsHf2Se3I.cif
CsLa2Se3Br,Direct,1.0616,0.5778,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsLa2Se3Br.cif,PROJECT_ROOT/Data/predict_final_main6/CsLa2Se3Br.cif,CsLa2Se3Br.cif
CsLa2Se3F,Direct,0.8939,0.3055,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsLa2Se3F.cif,PROJECT_ROOT/Data/predict_final_main6/CsLa2Se3F.cif,CsLa2Se3F.cif
CsLaSeF2,Direct,0.572,0.2727,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/CsLaSeF2.cif,PROJECT_ROOT/Data/predict_final_main6/CsLaSeF2.cif,CsLaSeF2.cif
CsLuSeF2,Direct,0.6233,0.3318,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/CsLuSeF2.cif,PROJECT_ROOT/Data/predict_final_main6/CsLuSeF2.cif,CsLuSeF2.cif
CsMnSF,Direct,0.7194,0.5011,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsMnSF.cif,PROJECT_ROOT/Data/predict_final_main6/CsMnSF.cif,CsMnSF.cif
CsMnSeF,Direct,0.7602,0.4434,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsMnSeF.cif,PROJECT_ROOT/Data/predict_final_main6/CsMnSeF.cif,CsMnSeF.cif
CsMo2S3I,Direct,0.6681,0.2422,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsMo2S3I.cif,PROJECT_ROOT/Data/predict_final_main6/CsMo2S3I.cif,CsMo2S3I.cif
CsNiSeCl,Direct,0.5191,0.4368,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsNiSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/CsNiSeCl.cif,CsNiSeCl.cif
CsRh2Se3Br,Direct,0.8219,0.3797,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsRh2Se3Br.cif,PROJECT_ROOT/Data/predict_final_main6/CsRh2Se3Br.cif,CsRh2Se3Br.cif
CsRh2Se3Cl,Direct,0.8705,0.3919,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsRh2Se3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/CsRh2Se3Cl.cif,CsRh2Se3Cl.cif
CsRh2Se3F,Direct,1.0346,0.4273,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsRh2Se3F.cif,PROJECT_ROOT/Data/predict_final_main6/CsRh2Se3F.cif,CsRh2Se3F.cif
CsRh2Se3I,Direct,0.8814,0.4071,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsRh2Se3I.cif,PROJECT_ROOT/Data/predict_final_main6/CsRh2Se3I.cif,CsRh2Se3I.cif
CsSc2Se3Cl,Direct,0.8362,0.3877,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsSc2Se3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/CsSc2Se3Cl.cif,CsSc2Se3Cl.cif
CsSc2Se3I,Direct,1.0583,0.2502,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsSc2Se3I.cif,PROJECT_ROOT/Data/predict_final_main6/CsSc2Se3I.cif,CsSc2Se3I.cif
CsSnTeBr,Direct,0.6221,0.503,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsSnTeBr.cif,PROJECT_ROOT/Data/predict_final_main6/CsSnTeBr.cif,CsSnTeBr.cif
CsSnTeCl,Direct,0.9208,0.5956,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsSnTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/CsSnTeCl.cif,CsSnTeCl.cif
CsSnTeF,Direct,0.801,0.706,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsSnTeF.cif,PROJECT_ROOT/Data/predict_final_main6/CsSnTeF.cif,CsSnTeF.cif
CsV2S3Br,Direct,0.7174,0.1633,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsV2S3Br.cif,PROJECT_ROOT/Data/predict_final_main6/CsV2S3Br.cif,CsV2S3Br.cif
CsV2S3Cl,Direct,0.8119,0.3179,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CsV2S3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/CsV2S3Cl.cif,CsV2S3Cl.cif
CuSnSBr,Direct,0.6187,0.4758,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CuSnSBr.cif,PROJECT_ROOT/Data/predict_final_main6/CuSnSBr.cif,CuSnSBr.cif
CuSnSCl,Direct,0.876,0.5197,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CuSnSCl.cif,PROJECT_ROOT/Data/predict_final_main6/CuSnSCl.cif,CuSnSCl.cif
CuSnSF,Direct,0.6401,0.3982,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CuSnSF.cif,PROJECT_ROOT/Data/predict_final_main6/CuSnSF.cif,CuSnSF.cif
FeAgSF,Direct,1.0292,0.5297,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSF.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSF.cif,FeAgSF.cif
FeAgTeF2,Direct,0.5778,0.5362,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeTeF2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeF2.cif,FeAgTeF2.cif
Ga2AgS3F,Direct,1.0726,0.8572,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Ga2AgS3F.cif,PROJECT_ROOT/Data/predict_final_main6/Ga2AgS3F.cif,Ga2AgS3F.cif
Ga2AgS3I,Direct,0.9521,0.2995,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Ga2AgS3I.cif,PROJECT_ROOT/Data/predict_final_main6/Ga2AgS3I.cif,Ga2AgS3I.cif
Ga2AgSe3I,Direct,0.6196,0.1908,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Ga2AgSe3I.cif,PROJECT_ROOT/Data/predict_final_main6/Ga2AgSe3I.cif,Ga2AgSe3I.cif
Ga2CuS3F,Direct,0.5232,0.7218,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Ga2CuS3F.cif,PROJECT_ROOT/Data/predict_final_main6/Ga2CuS3F.cif,Ga2CuS3F.cif
Ga2CuTe3I,Direct,0.7058,0.2406,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Ga2CuTe3I.cif,PROJECT_ROOT/Data/predict_final_main6/Ga2CuTe3I.cif,Ga2CuTe3I.cif
Ga2Te3AuI,Direct,0.7452,0.197,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Ga2Te3AuI.cif,PROJECT_ROOT/Data/predict_final_main6/Ga2Te3AuI.cif,Ga2Te3AuI.cif
GaAgSF2,Direct,0.7994,0.8115,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgGaSF2.cif,PROJECT_ROOT/Data/predict_final_main6/GaAgSF2.cif,GaAgSF2.cif
GaCoS2F,Direct,0.5379,0.4441,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/GaCoS2F.cif,PROJECT_ROOT/Data/predict_final_main6/GaCoS2F.cif,GaCoS2F.cif
GaGe2S2Cl3,Direct,0.8293,0.5598,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2GaS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/GaGe2S2Cl3.cif,GaGe2S2Cl3.cif
GaGe2Se2Cl3,Direct,0.8236,0.6382,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2GaSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/GaGe2Se2Cl3.cif,GaGe2Se2Cl3.cif
GaGe2Se2F3,Direct,0.5384,0.5115,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2GaSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/GaGe2Se2F3.cif,GaGe2Se2F3.cif
GaNiS2Cl,Direct,0.6347,0.2691,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/GaNiS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/GaNiS2Cl.cif,GaNiS2Cl.cif
GaNiS2F,Direct,0.6558,0.7545,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/GaNiS2F.cif,PROJECT_ROOT/Data/predict_final_main6/GaNiS2F.cif,GaNiS2F.cif
GaPtS2F,Direct,0.5498,0.5541,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/GaPtS2F.cif,PROJECT_ROOT/Data/predict_final_main6/GaPtS2F.cif,GaPtS2F.cif
GaSn2S2I3,Direct,0.7531,0.3087,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sn2GaS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/GaSn2S2I3.cif,GaSn2S2I3.cif
Ge2RhS2Br3,Direct,0.5982,0.5765,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2RhS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Ge2RhS2Br3.cif,Ge2RhS2Br3.cif
Ge2RhS2Cl3,Direct,0.5262,0.3258,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2RhS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ge2RhS2Cl3.cif,Ge2RhS2Cl3.cif
Ge2RhSe2F3,Direct,0.7639,0.448,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2RhSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Ge2RhSe2F3.cif,Ge2RhSe2F3.cif
GeTeAuCl,Direct,0.5458,0.2314,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/GeTeAuCl.cif,PROJECT_ROOT/Data/predict_final_main6/GeTeAuCl.cif,GeTeAuCl.cif
Hf2AgS3I,Direct,0.7049,0.37,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Hf2AgS3I.cif,PROJECT_ROOT/Data/predict_final_main6/Hf2AgS3I.cif,Hf2AgS3I.cif
Hf2AgTe3I,Direct,0.5253,0.2497,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Hf2AgTe3I.cif,PROJECT_ROOT/Data/predict_final_main6/Hf2AgTe3I.cif,Hf2AgTe3I.cif
Hf2AuS3Br,Direct,0.5532,0.2141,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Hf2AuS3Br.cif,PROJECT_ROOT/Data/predict_final_main6/Hf2AuS3Br.cif,Hf2AuS3Br.cif
HfAuSeCl2,Direct,0.5775,0.3266,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AuHfSeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/HfAuSeCl2.cif,HfAuSeCl2.cif
HfCoTe2F,Direct,0.6016,0.5348,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/HfCoTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/HfCoTe2F.cif,HfCoTe2F.cif
HfGe2S2Br3,Direct,0.5465,0.4028,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2HfS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/HfGe2S2Br3.cif,HfGe2S2Br3.cif
HfGeS2F,Direct,0.6404,0.4243,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/HfGeS2F.cif,PROJECT_ROOT/Data/predict_final_main6/HfGeS2F.cif,HfGeS2F.cif
HfNiSe2Cl,Direct,0.5976,0.3073,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/HfNiSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/HfNiSe2Cl.cif,HfNiSe2Cl.cif
HfPtS2Cl,Direct,1.0813,0.6418,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/HfPtS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/HfPtS2Cl.cif,HfPtS2Cl.cif
HfPtS2F,Direct,0.718,0.4648,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/HfPtS2F.cif,PROJECT_ROOT/Data/predict_final_main6/HfPtS2F.cif,HfPtS2F.cif
HfSBr,Direct,0.7855,0.4663,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/HfSBr.cif,PROJECT_ROOT/Data/predict_final_main6/HfSBr.cif,HfSBr.cif
HfSeBr,Direct,0.5711,0.3859,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/HfSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/HfSeBr.cif,HfSeBr.cif
HfSn2Se2F3,Direct,0.5511,0.4932,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sn2HfSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/HfSn2Se2F3.cif,HfSn2Se2F3.cif
HfSn2Te2F3,Direct,0.8517,0.5042,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sn2HfTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/HfSn2Te2F3.cif,HfSn2Te2F3.cif
HfSnTe2F,Direct,0.7984,0.7476,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/HfSnTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/HfSnTe2F.cif,HfSnTe2F.cif
HfTeCl,Direct,0.5784,0.3494,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/HfTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/HfTeCl.cif,HfTeCl.cif
HfZn2S2Cl3,Direct,0.7197,0.3387,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Zn2HfS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/HfZn2S2Cl3.cif,HfZn2S2Cl3.cif
