formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass,source,structure_type,source_dir,source_file,cif_source,local_cif_name
Sr2LaTe2F3,Direct,0.5462,0.3358,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2LaTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2LaTe2F3.cif,Sr2LaTe2F3.cif
Sr2LuTe2F3,Direct,0.9087,0.1491,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2LuTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2LuTe2F3.cif,Sr2LuTe2F3.cif
Sr2RhS2I3,Direct,0.8075,0.364,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2RhS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2RhS2I3.cif,Sr2RhS2I3.cif
Sr2SbSe2F3,Direct,0.5829,0.4429,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2SbSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2SbSe2F3.cif,Sr2SbSe2F3.cif
Sr2ScTe2Cl3,Direct,0.5207,0.3836,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2ScTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2ScTe2Cl3.cif,Sr2ScTe2Cl3.cif
Sr2Te2RhCl3,Direct,0.8243,0.2247,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2RhTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2Te2RhCl3.cif,Sr2Te2RhCl3.cif
Sr2VS2I3,Direct,0.9862,0.1912,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2VS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2VS2I3.cif,Sr2VS2I3.cif
Sr2VSe2F3,Direct,1.0749,0.4793,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2VSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2VSe2F3.cif,Sr2VSe2F3.cif
Sr2YTe2Br3,Direct,0.634,0.5673,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2YTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2YTe2Br3.cif,Sr2YTe2Br3.cif
Sr2YTe2F3,Direct,0.9425,0.4216,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2YTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2YTe2F3.cif,Sr2YTe2F3.cif
Sr2ZrSe2F3,Direct,0.5709,0.2779,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sr2ZrSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Sr2ZrSe2F3.cif,Sr2ZrSe2F3.cif
SrAgSBr,Direct,1.0173,0.2862,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAgSBr.cif,PROJECT_ROOT/Data/predict_final_main6/SrAgSBr.cif,SrAgSBr.cif
SrAgSCl,Direct,1.0644,0.2331,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAgSCl.cif,PROJECT_ROOT/Data/predict_final_main6/SrAgSCl.cif,SrAgSCl.cif
SrAgSeBr,Direct,0.9691,0.2438,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAgSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/SrAgSeBr.cif,SrAgSeBr.cif
SrAgSeCl,Direct,1.0353,0.1166,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAgSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/SrAgSeCl.cif,SrAgSeCl.cif
SrAgTeCl,Direct,0.7616,0.2933,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAgTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/SrAgTeCl.cif,SrAgTeCl.cif
SrAlS2F,Direct,0.6562,0.5454,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAlS2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrAlS2F.cif,SrAlS2F.cif
SrAuSCl,Direct,0.5354,0.3421,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAuSCl.cif,PROJECT_ROOT/Data/predict_final_main6/SrAuSCl.cif,SrAuSCl.cif
SrAuSF,Direct,0.7732,0.3308,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrAuSF.cif,PROJECT_ROOT/Data/predict_final_main6/SrAuSF.cif,SrAuSF.cif
SrBiSe2F,Direct,0.5336,0.3518,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrBiSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrBiSe2F.cif,SrBiSe2F.cif
SrBiTe2F,Direct,0.6793,0.3317,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrBiTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrBiTe2F.cif,SrBiTe2F.cif
SrCuSeCl,Direct,0.6872,0.4736,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrCuSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/SrCuSeCl.cif,SrCuSeCl.cif
SrCuTeCl,Direct,0.7915,0.4067,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrCuTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/SrCuTeCl.cif,SrCuTeCl.cif
SrGaS2Cl,Direct,0.6553,0.4941,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrGaS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrGaS2Cl.cif,SrGaS2Cl.cif
SrHfSe2F,Direct,0.6406,0.1971,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrHfSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrHfSe2F.cif,SrHfSe2F.cif
SrHfSe2I,Direct,0.694,0.3744,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrHfSe2I.cif,PROJECT_ROOT/Data/predict_final_main6/SrHfSe2I.cif,SrHfSe2I.cif
SrInS2Br,Direct,0.931,0.3772,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrInS2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrInS2Br.cif,SrInS2Br.cif
SrLaS2Br,Direct,0.8617,0.4507,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLaS2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrLaS2Br.cif,SrLaS2Br.cif
SrLaS2Cl,Direct,0.8938,0.6473,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLaS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrLaS2Cl.cif,SrLaS2Cl.cif
SrLaS2F,Direct,1.0418,0.5638,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLaS2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrLaS2F.cif,SrLaS2F.cif
SrLaSe2Br,Direct,0.7406,0.49,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLaSe2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrLaSe2Br.cif,SrLaSe2Br.cif
SrLaSe2Cl,Direct,0.583,0.3693,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLaSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrLaSe2Cl.cif,SrLaSe2Cl.cif
SrLuS2Br,Direct,0.849,0.3703,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLuS2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrLuS2Br.cif,SrLuS2Br.cif
SrLuS2Cl,Direct,1.0575,0.573,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLuS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrLuS2Cl.cif,SrLuS2Cl.cif
SrLuSe2Br,Direct,0.5994,0.4745,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrLuSe2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrLuSe2Br.cif,SrLuSe2Br.cif
SrNbSe2I,Direct,0.6039,0.2552,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrNbSe2I.cif,PROJECT_ROOT/Data/predict_final_main6/SrNbSe2I.cif,SrNbSe2I.cif
SrRhS2I,Direct,0.562,0.3972,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrRhS2I.cif,PROJECT_ROOT/Data/predict_final_main6/SrRhS2I.cif,SrRhS2I.cif
SrScS2Br,Direct,0.7702,0.3181,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrScS2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrScS2Br.cif,SrScS2Br.cif
SrScS2Cl,Direct,0.9222,0.4469,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrScS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrScS2Cl.cif,SrScS2Cl.cif
SrScSe2F,Direct,0.6835,0.3422,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrScSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrScSe2F.cif,SrScSe2F.cif
SrTe2RhF,Direct,0.6085,0.284,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrTe2RhF.cif,PROJECT_ROOT/Data/predict_final_main6/SrTe2RhF.cif,SrTe2RhF.cif
SrYS2Br,Direct,0.7617,0.5037,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrYS2Br.cif,PROJECT_ROOT/Data/predict_final_main6/SrYS2Br.cif,SrYS2Br.cif
SrYS2Cl,Direct,0.9873,0.5705,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrYS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrYS2Cl.cif,SrYS2Cl.cif
SrYS2F,Direct,0.7718,0.7284,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrYS2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrYS2F.cif,SrYS2F.cif
SrYSe2Cl,Direct,1.0119,0.3452,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrYSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/SrYSe2Cl.cif,SrYSe2Cl.cif
SrZrSe2F,Direct,0.5762,0.2524,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrZrSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrZrSe2F.cif,SrZrSe2F.cif
SrZrTe2F,Direct,0.5538,0.2124,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/SrZrTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/SrZrTe2F.cif,SrZrTe2F.cif
TaNi2S2Cl3,Direct,0.5677,0.315,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ni2TaS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/TaNi2S2Cl3.cif,TaNi2S2Cl3.cif
TeRhBr,Direct,0.9207,0.1438,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/TeRhBr.cif,PROJECT_ROOT/Data/predict_final_main6/TeRhBr.cif,TeRhBr.cif
TeRhI,Direct,0.8617,0.1984,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/TeRhI.cif,PROJECT_ROOT/Data/predict_final_main6/TeRhI.cif,TeRhI.cif
V2AgS3I,Direct,0.6628,0.3083,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/V2AgS3I.cif,PROJECT_ROOT/Data/predict_final_main6/V2AgS3I.cif,V2AgS3I.cif
VGe2S2Cl3,Direct,0.6895,0.4218,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2VS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/VGe2S2Cl3.cif,VGe2S2Cl3.cif
VSnS2F,Direct,0.5481,0.4415,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/VSnS2F.cif,PROJECT_ROOT/Data/predict_final_main6/VSnS2F.cif,VSnS2F.cif
VZnSe2Cl,Direct,0.5469,0.3846,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/VZnSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/VZnSe2Cl.cif,VZnSe2Cl.cif
WSCl,Direct,0.6102,0.5238,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/WSCl.cif,PROJECT_ROOT/Data/predict_final_main6/WSCl.cif,WSCl.cif
Y2AgTe3I,Direct,0.5911,0.2584,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Y2AgTe3I.cif,PROJECT_ROOT/Data/predict_final_main6/Y2AgTe3I.cif,Y2AgTe3I.cif
Y2CuS3Br,Direct,1.0619,0.671,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Y2CuS3Br.cif,PROJECT_ROOT/Data/predict_final_main6/Y2CuS3Br.cif,Y2CuS3Br.cif
Y2CuS3I,Direct,0.9846,0.432,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Y2CuS3I.cif,PROJECT_ROOT/Data/predict_final_main6/Y2CuS3I.cif,Y2CuS3I.cif
Y2CuSe3Br,Direct,0.744,0.5987,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Y2CuSe3Br.cif,PROJECT_ROOT/Data/predict_final_main6/Y2CuSe3Br.cif,Y2CuSe3Br.cif
Y2CuSe3Cl,Direct,0.7118,0.55,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Y2CuSe3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/Y2CuSe3Cl.cif,Y2CuSe3Cl.cif
Y2CuSe3I,Direct,0.759,0.4313,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Y2CuSe3I.cif,PROJECT_ROOT/Data/predict_final_main6/Y2CuSe3I.cif,Y2CuSe3I.cif
YAgSBr2,Direct,0.9017,0.4741,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AgYSBr2.cif,PROJECT_ROOT/Data/predict_final_main6/YAgSBr2.cif,YAgSBr2.cif
YAgSCl2,Direct,1.0994,0.5728,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AgYSCl2.cif,PROJECT_ROOT/Data/predict_final_main6/YAgSCl2.cif,YAgSCl2.cif
YAgTeF2,Direct,1.0095,0.4921,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgYTeF2.cif,PROJECT_ROOT/Data/predict_final_main6/YAgTeF2.cif,YAgTeF2.cif
YAuSBr2,Direct,0.5502,0.4346,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AuYSBr2.cif,PROJECT_ROOT/Data/predict_final_main6/YAuSBr2.cif,YAuSBr2.cif
YAuSI2,Direct,0.6391,0.4666,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AuYSI2.cif,PROJECT_ROOT/Data/predict_final_main6/YAuSI2.cif,YAuSI2.cif
YGe2S2F3,Direct,0.775,0.6819,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2YS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/YGe2S2F3.cif,YGe2S2F3.cif
YGe2Se2Br3,Direct,0.5979,0.4934,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2YSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/YGe2Se2Br3.cif,YGe2Se2Br3.cif
YNi2Se2Br3,Direct,0.702,0.4989,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ni2YSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/YNi2Se2Br3.cif,YNi2Se2Br3.cif
YNiTe2Cl,Direct,0.5877,0.462,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/YNiTe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/YNiTe2Cl.cif,YNiTe2Cl.cif
YSnS2F,Direct,0.8473,0.2613,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/YSnS2F.cif,PROJECT_ROOT/Data/predict_final_main6/YSnS2F.cif,YSnS2F.cif
YSnSe2F,Direct,0.7065,0.2768,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/YSnSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/YSnSe2F.cif,YSnSe2F.cif
Zn2GaS2Br3,Direct,1.0187,0.8024,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Zn2GaS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Zn2GaS2Br3.cif,Zn2GaS2Br3.cif
Zn2GaSe2Cl3,Direct,0.9014,0.6083,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Zn2GaSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Zn2GaSe2Cl3.cif,Zn2GaSe2Cl3.cif
Zn2InSe2I3,Direct,0.53,0.3042,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Zn2InSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Zn2InSe2I3.cif,Zn2InSe2I3.cif
Zn2SbS2Cl3,Direct,0.8821,0.9881,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Zn2SbS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Zn2SbS2Cl3.cif,Zn2SbS2Cl3.cif
ZnRhSe2Br,Direct,0.8286,0.0966,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZnRhSe2Br.cif,PROJECT_ROOT/Data/predict_final_main6/ZnRhSe2Br.cif,ZnRhSe2Br.cif
ZnSbS2F,Direct,0.6596,0.7308,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/ZnSbS2F.cif,PROJECT_ROOT/Data/predict_final_main6/ZnSbS2F.cif,ZnSbS2F.cif
Zr2CuS3I,Direct,0.6157,0.1882,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Zr2CuS3I.cif,PROJECT_ROOT/Data/predict_final_main6/Zr2CuS3I.cif,Zr2CuS3I.cif
