ID,Band Gap (eV),Gap Type,Energy Above Hull (eV/atom)
mp-675879,0.3216,Direct,0.0755
mp-1173025,0.3398,Indirect,0.0867
mp-1018731,2.7206,Direct,0.0000
mp-28929,2.7811,Direct,0.0000
mp-556135,1.4872,Indirect,0.0000
mp-674981,0.2624,Indirect,0.0772
mp-1211464,2.1752,Direct,0.0000
mp-1209894,2.0315,Direct,0.0000
mp-1209328,2.0481,Direct,0.0000
mp-680698,0.0000,Metal,0.0360
mp-23041,1.6276,Indirect,0.0000
mp-23007,0.7998,Indirect,0.2679
mp-23514,1.8669,Indirect,0.0028
mp-973217,1.5064,Indirect,0.0200
mp-1181832,0.0000,Metal,0.1063
mp-1222482,1.5398,Direct,0.0000
mp-1147584,0.0000,Metal,0.5532
mp-1203795,3.4062,Direct,0.0000
mp-729448,0.0000,Metal,0.0482
mp-765597,2.8262,Indirect,0.0000
mp-23090,2.5070,Indirect,0.0000
mp-555409,0.1101,Indirect,0.0000
mp-558259,2.5715,Indirect,0.0000
mp-560356,2.5736,Direct,0.0000
mp-560853,2.4577,Direct,0.0156
mp-561126,2.5480,Direct,0.0000
mp-23140,1.3584,Direct,0.0000
mp-766881,2.3634,Indirect,0.0223
mp-985582,2.1923,Indirect,0.0189
mp-542426,0.4529,Direct,0.0210
mp-558446,1.1391,Indirect,0.0011
mp-1214805,1.8295,Indirect,0.0066
mp-554724,1.7314,Indirect,0.0000
mp-1105564,0.0000,Metal,0.0000
mp-849800,2.5839,Indirect,0.0213
mp-1211176,1.5998,Direct,0.0054
mp-950995,2.5333,Direct,0.0021
mp-1212742,2.8495,Indirect,0.0338
mp-849805,4.2823,Indirect,0.0368
mp-1181731,0.2897,Direct,0.6921
mp-1204670,2.2301,Indirect,0.0640
mp-1223524,0.3400,Indirect,0.0013
mp-1238470,2.2320,Indirect,0.0577
mp-1194606,2.8490,Indirect,0.1367
mp-1194969,2.9546,Indirect,0.1188
mp-1213452,3.0050,Indirect,0.2192
mp-1226404,3.0379,Indirect,0.1067
mp-1197963,2.4325,Direct,0.0000
mp-1194627,3.0963,Indirect,0.1099
mp-1196314,2.6997,Indirect,0.1006
mp-1199530,2.7447,Direct,0.0222
mp-1191944,2.3744,Indirect,0.0000
mp-1247930,0.0000,Metal,0.1669
mp-675987,0.0000,Metal,0.1832
mp-1205799,0.0000,Metal,0.1212
mp-1207211,1.5577,Indirect,0.5770
mp-29492,2.6242,Indirect,0.0050
mp-27928,2.2543,Indirect,0.0000
mp-1197503,2.7380,Indirect,0.0000
mp-30984,1.8938,Indirect,0.0000
mp-1179634,1.6295,Indirect,0.6335
mp-541352,2.2588,Indirect,0.0000
mp-616514,1.4357,Indirect,0.6433
mp-1173335,0.0000,Metal,0.2673
mp-1173327,0.0000,Metal,0.2682
mp-1202716,2.6141,Indirect,0.0000
mp-23386,1.6389,Direct,0.0000
mp-608106,1.8299,Direct,0.0184
mp-29956,1.3129,Indirect,0.0000
mp-2646936,0.1360,Direct,0.1201
mp-2646986,0.1128,Indirect,0.1712
mp-557605,1.6317,Indirect,0.0201
mp-1200918,0.0796,Direct,1.3834
mp-554735,2.0573,Indirect,0.0044
mp-2646919,0.1339,Direct,0.1101
mp-1220146,0.0000,Metal,0.0000
mp-1216409,0.6008,Direct,0.3000
mp-556866,1.2212,Direct,0.0000
mp-2647049,0.0720,Direct,0.1185
mp-559814,2.7011,Direct,0.0000
mp-2646928,0.1231,Indirect,0.1344
mp-2646926,0.1458,Indirect,0.1216
mp-2647159,0.0000,Metal,0.1347
mp-1179210,0.2279,Direct,0.8131
mp-1182432,1.0441,Indirect,0.6732
mp-1200181,2.0858,Indirect,0.0000
mp-1199995,0.0000,Metal,0.8761
mp-1179989,0.2080,Indirect,0.8459
mp-1192128,0.0000,Metal,0.7448
mp-1202068,0.1354,Indirect,0.7052
mp-1102535,0.0000,Metal,1.3539
mp-1196199,3.1576,Direct,0.0631
mp-1197502,2.6872,Direct,0.0693
mp-1204018,3.6644,Indirect,0.0359
mp-1215087,0.2800,Direct,1.1209
mp-1227984,1.2929,Direct,0.0113
mp-30934,2.0753,Indirect,0.0000
mp-540656,2.5185,Indirect,0.0000
mp-729020,0.0000,Metal,0.0794
mp-1215096,0.3660,Indirect,1.1158
mp-578882,1.9425,Direct,0.0273
mp-565597,1.6260,Direct,0.0000
mp-1219558,1.4019,Indirect,0.0483
mp-1219046,1.0658,Direct,0.0559
mp-1197482,2.1989,Indirect,0.0467
mp-559307,1.6135,Indirect,0.0059
mp-561134,0.6252,Indirect,0.0889
mp-1195374,2.3803,Indirect,0.0068
mp-24280,3.0529,Indirect,0.1742
mp-24281,2.5131,Indirect,0.1836
mp-24279,3.3840,Indirect,0.1541
mp-1202038,1.8029,Direct,0.1695
mp-1204081,1.9696,Direct,0.1377
mp-27938,1.7784,Direct,0.0000
mp-1179755,0.3027,Direct,0.1588
mp-557101,1.7979,Direct,0.0000
mp-649878,1.0174,Direct,0.0554
mp-676430,0.0000,Metal,0.1168
mp-560411,1.5565,Indirect,0.0022
mp-669364,2.4339,Indirect,0.0000
mp-1219479,1.3967,Indirect,0.0043
mp-1225117,0.4765,Indirect,0.0073
mp-1198506,2.6151,Direct,0.0122
mp-766473,1.8746,Indirect,0.1951
mp-1182270,1.3411,Indirect,0.5072
mp-730258,0.6260,Indirect,0.5937
mp-555458,0.0000,Metal,0.0222
mp-1208893,0.2026,Indirect,0.0783
mp-23066,1.8469,Direct,0.0257
mp-540644,1.2495,Indirect,0.0006
mp-1205269,1.1777,Indirect,0.6368
mp-541158,0.5787,Indirect,0.0000
mp-1208574,1.0721,Direct,0.0000
mp-654051,0.0000,Metal,0.0000
mp-1210167,0.0305,Indirect,0.0000
mp-583476,0.4354,Indirect,0.0000
mp-29172,4.1424,Indirect,0.0000
mp-696195,2.1589,Direct,0.0124
mp-12620,0.9158,Direct,0.0000
mp-1209033,3.1929,Direct,0.0210
mp-27312,4.8456,Indirect,0.0016
mp-27313,5.0491,Indirect,0.0000
mp-27617,0.0000,Metal,0.0000
mp-1207668,1.8704,Indirect,0.0000
mp-1210620,1.9077,Indirect,0.0418
mp-7738,1.7261,Direct,0.0000
mp-27367,4.0833,Direct,0.0000
mp-555582,2.8620,Direct,0.2950
mp-1095263,2.8304,Indirect,0.0000
mp-1187888,2.4302,Indirect,0.0124
mp-1195065,2.1005,Direct,0.0221
mp-27123,2.1822,Direct,0.0218
mp-556111,1.5788,Indirect,0.1034
mp-1208982,3.2282,Indirect,0.0192
mp-1095437,3.8707,Indirect,0.0000
mp-1101793,3.8843,Indirect,0.0000
mp-9205,3.3338,Indirect,0.0000
mp-1079647,1.2693,Direct,0.0000
mp-22392,0.0000,Metal,0.3909
mp-21228,1.1989,Direct,0.0005
mp-21356,0.0305,Indirect,0.0000
mp-9195,1.4265,Direct,0.0000
mp-1190442,1.4261,Indirect,0.0000
mp-1214921,2.5724,Indirect,0.0000
mp-554706,3.7178,Indirect,0.0000
mp-555022,4.2951,Indirect,0.0389
mp-555955,3.8060,Indirect,0.0000
mp-556169,4.2667,Indirect,0.0237
mp-556999,4.3039,Indirect,0.0023
mp-557457,4.3012,Indirect,0.0000
mp-558026,1.4501,Indirect,0.0000
mp-558538,4.2961,Indirect,0.0009
mp-559575,1.4197,Indirect,0.0000
mp-683911,3.0765,Indirect,0.3203
mp-9405,3.6512,Indirect,0.0069
mp-1195159,2.8113,Direct,0.0000
mp-1194932,2.7810,Direct,0.0000
mp-1195358,2.8658,Indirect,0.0046
mp-1194579,2.8498,Direct,0.0000
mp-1194517,2.6633,Direct,0.0068
mp-1194754,1.3484,Indirect,0.0000
mp-1209762,1.4719,Direct,0.0606
mp-561328,2.6001,Indirect,0.0000
mp-1102514,3.6881,Indirect,0.0021
mp-558073,1.4139,Indirect,0.0105
mp-561326,3.9164,Indirect,0.0016
mp-989544,0.0000,Metal,0.0000
mp-557635,1.5474,Direct,0.0553
mp-647549,2.9299,Direct,0.1140
mp-17921,4.5144,Indirect,0.0000
mp-1106130,0.0000,Metal,0.3224
mp-1196236,0.1897,Indirect,0.2853
mp-1203046,3.5314,Indirect,0.3138
mp-1195199,2.8394,Direct,0.0000
mp-1196487,2.2095,Indirect,0.0000
mp-1206897,0.0000,Metal,1.9195
mp-1207276,0.0000,Metal,1.6723
mp-1207301,0.0000,Metal,1.7299
mp-1212164,1.9752,Indirect,0.0000
mp-1208978,0.0000,Metal,1.3361
mp-1214731,0.0000,Metal,1.2560
mp-556194,0.1201,Direct,0.0106
mp-1202255,1.1750,Direct,0.0012
mp-667447,1.4618,Direct,0.1470
mp-662919,1.4471,Direct,0.1970
mp-558946,1.3343,Indirect,0.0039
mp-651161,1.7121,Direct,0.0647
mp-6407,1.7292,Direct,0.0147
mp-1080029,0.0000,Metal,0.0000
mp-549058,1.8100,Indirect,0.0039
mp-550944,0.0000,Metal,0.0103
mp-555942,4.1220,Indirect,0.0000
mp-558478,1.4586,Direct,0.0000
mp-1193369,2.4534,Indirect,0.0000
mp-651106,2.2834,Direct,0.3603
mp-1229037,1.6873,Indirect,0.0147
mp-710062,3.6908,Indirect,0.0212
mp-1191037,1.6736,Direct,0.0000
mp-23575,1.9559,Indirect,0.0000
mp-560263,4.0058,Indirect,0.0000
mp-1209641,1.3800,Direct,0.0604
mp-556763,1.2297,Indirect,0.1558
mp-541146,2.4240,Direct,0.2674
mp-541401,2.3512,Indirect,0.1080
mp-1208562,1.1084,Direct,0.0684
mp-17057,1.4479,Direct,0.0113
mp-17805,2.0002,Direct,0.0000
mp-1194712,3.9696,Indirect,0.0000
mp-15380,1.9538,Direct,0.0000
mp-557606,1.8713,Indirect,0.0392
mp-555217,3.7411,Indirect,0.0000
mp-559447,2.7821,Direct,0.0000
mp-561124,3.7121,Indirect,0.0074
mp-1219891,0.0607,Indirect,1.1424
mp-650674,1.4762,Direct,0.0000
mp-1205478,1.4680,Direct,0.0000
mp-667742,0.0446,Direct,0.1497
mp-1192196,1.1988,Direct,0.0250
mp-23569,1.5770,Direct,0.0000
mp-559000,1.5285,Direct,0.0000
mp-1195190,0.0000,Metal,0.7926
mp-28684,1.9030,Direct,0.0127
mp-1212165,0.0000,Metal,0.7828
mp-1216262,0.1477,Indirect,0.1910
mp-504825,2.1951,Indirect,0.0192
mp-568603,0.8961,Indirect,0.0247
mp-28920,0.7829,Direct,0.0000
mp-31038,0.8067,Indirect,0.0000
mp-580748,1.1641,Indirect,0.0000
mp-676712,1.5368,Indirect,0.0000
mp-962058,1.8941,Direct,0.8288
mp-631529,0.0000,Metal,1.9074
mp-1223184,1.2078,Direct,0.0034
mp-1120728,2.5100,Direct,0.0000
mp-1102246,1.3360,Direct,0.0000
mp-610491,1.8404,Indirect,0.0000
mp-1045211,1.3434,Indirect,0.2872
mp-1048591,0.4265,Indirect,0.1932
mp-569939,0.5500,Indirect,0.0041
mp-1196912,1.6399,Indirect,0.0000
mp-1213116,1.0564,Indirect,0.0871
mp-1105941,2.4336,Direct,0.0347
mp-1223776,0.7235,Indirect,0.0101
mp-556378,3.5272,Indirect,0.0000
mp-1048546,1.6650,Indirect,0.2081
mp-1213819,0.0000,Metal,0.7232
mp-560549,1.3674,Indirect,0.0000
mp-569687,0.6295,Indirect,0.0027
mp-1048178,0.5571,Indirect,0.2784
mp-1048225,0.7315,Indirect,0.2915
mp-1045028,0.6045,Indirect,0.6349
mp-1198762,3.3798,Direct,0.0000
mp-1204472,4.2071,Indirect,0.0000
mp-1205081,2.6100,Indirect,0.0096
mp-1207618,4.3562,Indirect,0.0000
mp-1213564,0.0200,Direct,0.6206
mp-23096,4.3364,Indirect,0.0000
mp-23086,4.3487,Indirect,0.0000
mp-23587,4.3572,Indirect,0.0000
mp-554063,4.4293,Indirect,0.0000
mp-554903,4.3868,Indirect,0.0000
mp-555650,4.2031,Indirect,0.0000
mp-556362,3.6197,Indirect,0.0071
mp-556551,2.9930,Indirect,0.0000
mp-558516,4.3368,Indirect,0.0000
mp-558257,4.3669,Indirect,0.0000
mp-558490,4.0860,Indirect,0.0000
mp-639138,0.0000,Metal,0.0000
mp-1045980,1.4901,Indirect,0.3546
mp-1045584,0.6001,Indirect,0.4555
mp-1048499,2.5163,Direct,0.2575
mp-1048604,1.1446,Indirect,0.3353
mp-1048587,0.3958,Indirect,0.5273
mp-1266944,0.1970,Indirect,0.5059
mp-1340471,0.1385,Indirect,0.5326
mp-1048592,1.0973,Indirect,0.3969
mp-1192990,1.9036,Direct,0.5734
mp-1197914,2.6288,Indirect,0.0670
mp-722563,1.8027,Direct,0.6160
mp-1045601,2.3164,Direct,0.1623
mp-1045114,1.3073,Indirect,0.3908
mp-1193691,0.3467,Indirect,0.2292
mp-1264957,1.8001,Indirect,0.2032
mp-554419,0.7540,Indirect,0.1072
mp-559195,2.6978,Indirect,0.0000
mp-562836,2.7367,Indirect,0.0021
mp-1048241,0.0000,Metal,0.4414
mp-1192566,1.5448,Indirect,0.0047
mp-1193560,2.3641,Indirect,0.0000
mp-1250779,2.6140,Direct,0.2493
mp-1048276,0.0000,Metal,0.3979
mp-1045571,1.5065,Direct,0.1872
mp-1048247,0.5799,Indirect,0.4419
mp-1048242,0.0000,Metal,0.3720
mp-1048596,2.5557,Direct,0.0648
mp-1048555,1.6680,Indirect,0.1446
mp-1048246,0.0000,Metal,0.3148
mp-1048385,1.8113,Direct,0.0472
mp-1048488,2.0598,Indirect,0.1792
mp-1048551,1.3035,Indirect,0.0505
mp-505104,0.0000,Metal,0.0000
mp-581370,0.2385,Indirect,0.0012
mp-572807,0.0162,Indirect,0.0000
mp-555517,0.0000,Metal,0.0135
mp-776636,2.9561,Indirect,0.0083
mp-863023,4.3352,Indirect,0.0000
mp-1192921,4.4320,Indirect,0.3215
mp-707509,0.3301,Direct,0.0748
mp-720985,2.5753,Direct,0.0388
mp-1402587,0.0000,Metal,0.4698
mp-29469,1.1490,Indirect,0.0993
mp-27851,1.7701,Indirect,0.0000
mp-27361,0.9934,Indirect,0.0000
mp-567437,1.3609,Indirect,0.0000
mp-1105005,3.1114,Indirect,0.0000
mp-1105151,2.6502,Indirect,0.0011
mp-557136,0.0000,Metal,0.0058
mp-1201155,0.0000,Metal,0.0000
mp-23119,0.0000,Metal,0.0079
mp-554163,0.0000,Metal,0.0000
mp-561112,4.0939,Direct,0.0001
mp-1194971,3.1026,Indirect,0.0000
mp-1219275,1.2869,Indirect,0.0000
mp-23144,1.5063,Indirect,0.0016
mp-557946,0.0065,Indirect,0.0176
mp-572877,2.5561,Direct,0.0014
mp-1218418,4.2893,Indirect,0.0000
mp-557746,4.1240,Direct,0.0000
mp-1195181,2.4618,Direct,0.0000
mp-554805,3.4263,Indirect,0.0000
mp-1219635,2.2064,Indirect,0.0137
mp-1223536,2.2139,Indirect,0.0176
mp-1225999,2.2057,Indirect,0.0141
mp-1181555,0.7650,Indirect,0.4297
mp-1193439,0.3384,Indirect,0.0240
mp-1194403,1.4560,Indirect,0.0000
mp-1204801,1.8892,Direct,0.0534
mp-553947,3.3870,Indirect,0.0000
mp-557019,4.3055,Indirect,0.0000
mp-556414,4.3242,Indirect,0.0000
mp-555160,4.4011,Indirect,0.0000
mp-561998,2.1714,Indirect,0.0000
mp-1193833,0.0000,Metal,0.0053
mp-1106362,0.0000,Metal,0.6827
mp-1179167,0.0000,Metal,0.7969
mp-1192430,0.1087,Indirect,0.6134
mp-1209082,4.3130,Indirect,0.0000
mp-1193551,0.2982,Indirect,0.0065
mp-562762,1.4480,Indirect,0.0000
mp-1214108,0.0000,Metal,0.5704
mp-729033,0.3221,Direct,0.0406
mp-571061,1.1681,Indirect,0.0000
mp-570270,0.7559,Indirect,0.0000
mp-571134,1.2001,Direct,0.1843
mp-28791,1.4432,Direct,0.1809
mp-555909,3.7466,Indirect,0.0000
mp-1197266,3.7944,Indirect,0.0000
mp-23635,1.4347,Indirect,0.0000
mp-1192577,1.3914,Indirect,0.0000
mp-1200831,4.5994,Indirect,0.0000
mp-1204093,2.9381,Indirect,0.0059
mp-1196410,0.0682,Direct,0.0163
mp-1228026,2.1060,Indirect,0.0000
mp-1201000,3.3684,Direct,0.0253
mp-540675,3.0664,Indirect,0.0000
mp-667320,2.9348,Direct,0.0138
mp-683984,1.1219,Indirect,0.0000
mp-574529,1.4066,Direct,0.0000
mp-671913,1.0987,Indirect,0.1665
mp-683684,1.0025,Indirect,0.0643
mp-567734,2.1167,Direct,0.0000
mp-1192837,1.3956,Indirect,0.0004
mp-1194909,1.1220,Indirect,0.0000
mp-637206,2.5424,Indirect,0.0000
mp-866695,2.3069,Indirect,0.0000
mp-1232974,0.0000,Metal,0.0640
mp-1233222,0.9660,Indirect,0.0915
mp-1233629,0.9049,Indirect,0.1116
mp-1234080,0.7350,Indirect,0.1206
mp-1233961,0.0000,Metal,0.0689
mp-1234154,1.2762,Indirect,0.0553
mp-1234009,0.8398,Indirect,0.0975
mp-1234333,1.0606,Indirect,0.0868
mp-1234385,0.2998,Indirect,0.1084
mp-1234428,0.7101,Indirect,0.0821
mp-1234732,1.0540,Indirect,0.0655
mp-1234500,0.4971,Indirect,0.0419
mp-1235050,0.0000,Metal,0.0473
mp-1235220,0.0000,Metal,0.0493
mp-1235328,0.0000,Metal,0.0501
mp-1235291,0.0000,Metal,0.0462
mp-1235582,0.0459,Indirect,0.0496
mp-1236013,0.1322,Indirect,0.0445
mp-1236160,0.0000,Metal,0.0561
mp-1197302,0.6891,Direct,0.0591
mp-1195170,3.0001,Indirect,0.0000
mp-1198565,0.6854,Indirect,0.0000
mp-1204736,0.3869,Indirect,0.3010
mp-1190020,1.1162,Indirect,0.0074
mp-1173448,0.9387,Direct,0.0073
mp-29124,2.6877,Indirect,0.1637
mp-1194941,2.1050,Indirect,0.0000
mp-569902,1.8425,Indirect,0.1588
mp-570486,1.3286,Indirect,0.0000
mp-571250,1.9078,Direct,0.0000
mp-1225822,0.0677,Indirect,0.0000
mp-1196140,1.4437,Indirect,0.0062
mp-643203,0.0000,Metal,0.0089
mp-1192701,2.2733,Direct,0.0000
mp-619928,1.3208,Indirect,0.0000
mp-29420,1.3426,Direct,0.0000
mp-28175,1.7002,Indirect,0.0000
mp-1080652,0.0000,Metal,1.2334
mp-27829,2.6051,Indirect,0.0000
mp-27830,2.7509,Indirect,0.0000
mp-680308,0.1172,Direct,0.0990
mp-30113,1.3568,Direct,0.0000
mp-1196619,1.5989,Indirect,0.0000
mp-558647,0.0000,Metal,0.0055
mp-1195946,0.0000,Metal,0.0184
mp-1207516,1.0312,Direct,0.0013
mp-1212434,1.0147,Direct,0.0000
mp-567956,1.6410,Direct,0.0870
mp-568653,0.0000,Metal,0.2724
mp-570520,2.5759,Indirect,0.0000
mp-571445,2.5501,Indirect,0.0000
mp-680211,0.0000,Metal,0.0141
mp-568572,0.0000,Metal,0.0158
mp-720110,1.3125,Indirect,0.0000
mp-1197752,0.0000,Metal,0.3447
mp-1205403,2.5979,Indirect,0.0000
mp-28189,1.3187,Indirect,0.0000
mp-649130,0.0541,Direct,0.1415
mp-540615,1.0202,Indirect,0.0000
mp-28372,1.7274,Direct,0.0000
mp-504937,1.1943,Indirect,0.0061
mp-613545,1.8700,Indirect,0.0407
mp-1200639,1.4358,Indirect,0.0089
mp-505564,1.0179,Indirect,0.0000
mp-679999,1.5553,Direct,0.0000
mp-29843,1.1039,Indirect,0.0043
mp-570693,1.6952,Indirect,0.1758
mp-572726,1.9455,Direct,0.0000
mp-1217182,2.0160,Indirect,0.0036
mp-557464,2.4435,Indirect,0.0328
mp-1223737,0.1799,Indirect,0.2844
mp-1198176,1.9186,Indirect,0.0000
mp-560193,2.7633,Indirect,0.0000
mp-1203978,1.5329,Indirect,0.1222
mp-686599,0.2500,Direct,0.8245
mp-1218343,3.8330,Direct,0.0000
mp-556693,1.0677,Indirect,0.0490
mp-28985,2.0148,Indirect,0.0000
mp-29968,2.0780,Direct,0.0043
mp-1228808,1.1266,Direct,0.0055
mp-662547,2.2607,Indirect,0.0000
mp-553914,0.0000,Metal,0.0258
mp-671888,0.7896,Indirect,0.0193
mp-541510,0.0000,Metal,0.0075
mp-573340,1.3168,Indirect,0.0000
mp-582444,0.0736,Indirect,0.0026
mp-652695,0.8805,Direct,0.0126
mp-571313,2.7990,Indirect,0.0000
mp-568726,0.0000,Metal,0.0339
mp-570544,2.8159,Indirect,0.0000
mp-554217,1.1895,Direct,0.0782
mp-560057,1.1869,Direct,0.0669
mp-1200489,2.4765,Indirect,0.1070
mp-1173102,0.0058,Indirect,0.2053
mp-693432,0.0000,Metal,0.4477
mp-607785,3.1133,Direct,0.0000
mp-645405,3.0734,Direct,0.0000
mp-1217613,0.3528,Indirect,0.1491
mp-1203849,1.6847,Indirect,0.0000
mp-1187019,0.0000,Metal,0.0020
mp-540943,1.7553,Indirect,0.0615
mp-570589,1.5238,Indirect,0.0649
mp-1225212,0.0000,Metal,0.3544
mp-29857,1.0710,Indirect,0.0276
mp-1218308,0.5301,Indirect,0.0000
mp-29567,0.8486,Indirect,0.0000
mp-624200,1.4268,Indirect,0.0000
mp-28921,0.3854,Direct,0.0000
mp-1100439,1.5458,Indirect,0.8503
mp-1209865,0.0000,Metal,0.0012
mp-631257,0.0000,Metal,0.8448
mp-510346,0.7435,Indirect,0.0254
mp-1206174,0.1027,Indirect,1.8544
mp-28741,1.0299,Indirect,0.0000
mp-1209072,1.4378,Indirect,0.0000
mp-27199,0.6303,Indirect,0.0000
mp-569707,1.6912,Indirect,0.0095
mp-1224081,0.4908,Indirect,0.0498
mp-570321,1.1103,Indirect,0.0009
mp-571169,1.2945,Indirect,0.0178
mp-1213194,1.0535,Direct,0.0865
mp-1223994,0.2181,Indirect,0.0282
mp-1226394,0.0000,Metal,0.0614
mp-567949,1.3281,Indirect,0.0037
mp-567720,0.4656,Indirect,0.0097
mp-655834,0.1502,Indirect,0.1265
mp-639335,0.1832,Indirect,0.1250
mp-567478,0.6252,Indirect,0.0077
mp-570590,1.3886,Indirect,0.0290
mp-605821,1.2122,Indirect,0.0417
mp-740711,4.4945,Indirect,0.0000
mp-628637,0.0000,Metal,0.0000
mp-863017,4.0088,Indirect,0.0000
mp-861891,0.8221,Direct,0.1675
mp-31075,1.3272,Indirect,0.0000
mp-569623,0.9702,Indirect,0.0030
mp-1201169,2.0140,Indirect,0.0000
mp-2422143,1.0940,Indirect,0.0000
mp-541667,0.9901,Indirect,0.0004
mp-568146,0.9344,Indirect,0.0035
mp-28131,1.5997,Indirect,0.0000
mp-567556,1.1429,Indirect,0.0012
mp-1198737,1.0219,Indirect,0.0000
mp-1202357,1.4231,Indirect,0.0000
mp-1194412,2.8329,Direct,0.0000
mp-1197501,3.1938,Indirect,0.0046
mp-1205460,0.7927,Indirect,0.1645
mp-555343,2.8709,Indirect,0.0000
mp-562833,2.5280,Direct,0.0000
mp-683899,1.5045,Indirect,0.0000
mp-1191103,0.0333,Indirect,0.6108
mp-1228759,1.3865,Indirect,0.0146
mp-972874,0.0000,Metal,0.5148
mp-567731,1.2470,Indirect,0.0000
mp-998413,1.2544,Indirect,0.0395
mp-998299,1.2364,Indirect,0.0507
mp-23498,0.7364,Indirect,0.0000
mp-679967,1.2212,Indirect,0.0035
mp-1209495,0.0000,Metal,0.0471
mp-1944812,0.0000,Metal,0.0385
mp-29123,1.2256,Indirect,0.2412
mp-2014596,1.8330,Indirect,0.0000
mp-998415,0.0000,Metal,0.0363
mp-998366,0.0000,Metal,0.0601
mp-567060,1.8781,Indirect,0.1067
mp-680446,1.3783,Direct,0.0000
mp-1200788,1.3646,Indirect,0.0000
mp-651332,2.2169,Indirect,0.0000
mp-1214253,2.7672,Direct,0.4003
mp-1219630,1.6949,Direct,0.0000
mp-1173441,1.7270,Indirect,0.0000
mp-1173580,0.0032,Indirect,0.2948
mp-1202157,1.9890,Direct,0.0130
mp-29589,0.0000,Metal,0.0000
mp-29496,1.3249,Indirect,0.0767
mp-1079970,0.0000,Metal,1.2354
mp-23036,1.6978,Indirect,0.0000
mp-723017,0.0000,Metal,1.1893
mp-655489,1.9666,Indirect,0.0537
mp-630927,1.9784,Indirect,0.0528
mp-1194813,1.3799,Direct,0.0000
mp-1195597,1.5193,Indirect,0.0000
mp-569970,1.9368,Indirect,0.0000
mp-1204113,1.1803,Direct,0.0991
mp-1210250,0.9682,Indirect,0.0084
mp-680015,1.3216,Direct,0.0000
mp-23376,2.2203,Direct,0.0237
mp-29408,2.1939,Indirect,0.0173
mp-607953,0.0864,Indirect,0.0000
mp-1194789,1.4534,Indirect,0.0948
mp-1195337,1.6510,Direct,0.0805
mp-1192469,1.6213,Indirect,0.0746
mp-1196459,1.8019,Direct,0.0000
mp-645663,1.4869,Indirect,0.0000
mp-1104676,0.0757,Indirect,0.0000
mp-541758,1.3963,Indirect,0.0000
mp-567252,0.0832,Direct,0.0004
mp-1208533,0.1797,Direct,0.0000
mp-23410,0.0718,Direct,0.0000
mp-1202969,0.9837,Direct,0.0000
mp-28393,1.6621,Indirect,0.0000
mp-505373,1.2345,Indirect,0.0000
mp-23488,0.7102,Direct,0.0000
mp-2012385,0.6127,Indirect,0.0000
mp-29450,1.2273,Indirect,0.1256
mp-23051,0.0000,Metal,0.0083
mp-2748369,0.2872,Indirect,0.0000
mp-2355707,0.1055,Direct,0.0000
mp-1206203,0.0070,Indirect,2.9309
mp-1206671,0.0479,Indirect,2.8841
mp-1207331,0.0647,Indirect,2.9858
mp-1206751,0.0658,Indirect,2.9702
mp-1206385,0.0950,Indirect,2.9088
mp-1206872,0.0762,Direct,2.9642
mp-569052,1.3964,Indirect,0.0161
mp-28458,2.3090,Direct,0.0000
mp-22996,1.3811,Indirect,0.0000
mp-23020,1.5764,Indirect,0.0128
mp-505357,1.6754,Direct,0.0000
mp-30531,0.0000,Metal,0.0000
mp-569109,0.7160,Indirect,0.0058
mp-570268,0.5352,Indirect,0.0043
mp-570961,1.2705,Indirect,0.0451
mp-1213068,1.0381,Indirect,0.0583
mp-1224031,0.0308,Indirect,0.0476
mp-570084,1.2264,Direct,0.0044
mp-1198248,1.1487,Direct,0.0123
mp-1201600,1.4904,Indirect,0.0117
mp-1202250,0.0097,Direct,0.0439
mp-1202691,1.1734,Indirect,0.0354
mp-571015,1.7151,Direct,0.0000
mp-1224181,0.1767,Direct,0.0289
mp-1202646,2.4681,Indirect,0.0515
mp-669425,0.0000,Metal,0.0000
mp-861871,0.9079,Direct,0.0000
mp-1205627,0.9593,Indirect,0.0000
mp-571404,1.2692,Indirect,0.0053
mp-28089,2.0743,Indirect,0.0000
mp-653559,1.7729,Direct,0.0183
mp-29955,1.2970,Indirect,0.0000
mp-1204730,0.6483,Indirect,0.5245
mp-1193210,2.6330,Indirect,0.0000
mp-556570,1.2752,Indirect,0.0185
mp-570817,1.4117,Indirect,0.0000
mp-1200930,2.7977,Indirect,0.0062
mp-1197713,3.7575,Indirect,0.0000
mp-569026,0.0000,Metal,0.3558
mp-1204878,0.1289,Indirect,0.0000
mp-541817,0.6270,Indirect,0.0000
mp-1214500,2.0776,Direct,0.0000
mp-680185,1.2321,Indirect,0.0000
mp-1219043,1.0447,Indirect,0.0612
mp-1204573,1.3756,Indirect,0.0170
mp-1201119,2.6474,Direct,0.0000
mp-1203230,2.3864,Indirect,0.0076
mp-28517,1.6854,Direct,0.0012
mp-1226181,0.0000,Metal,0.0355
mp-1219041,0.9176,Indirect,0.0695
mp-645655,1.0701,Indirect,0.0000
mp-653891,0.9365,Direct,0.0007
mp-29116,0.5727,Indirect,0.0103
mp-569258,0.8800,Indirect,0.0000
mp-556938,0.1791,Direct,0.0000
mp-1396578,4.4352,Indirect,0.0005
mp-561664,4.0186,Indirect,0.0000
mp-1875,4.3975,Direct,0.0000
mp-12621,0.4181,Direct,0.0713
