formula,in_final_main6,in_excluded_training_overlap,final_file,excluded_file,dft_files,main6_type,main6_source_dir
NaAlSCl2,Yes,No,NaAlSCl2.cif,,NaAlSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlSI2,Yes,No,NaAlSI2.cif,,NaAlSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlSeBr2,Yes,No,NaAlSeBr2.cif,,NaAlSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlSeCl2,Yes,No,NaAlSeCl2.cif,,NaAlSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlSeI2,Yes,No,NaAlSeI2.cif,,NaAlSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlTeBr2,Yes,No,NaAlTeBr2.cif,,NaAlTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlTeCl2,Yes,No,NaAlTeCl2.cif,,NaAlTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlTeI2,Yes,No,NaAlTeI2.cif,,NaAlTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiSBr2,Yes,No,NaBiSBr2.cif,,NaBiSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiSCl2,Yes,No,NaBiSCl2.cif,,NaBiSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiSI2,Yes,No,NaBiSI2.cif,,NaBiSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiSeBr2,Yes,No,NaBiSeBr2.cif,,NaBiSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiSeCl2,Yes,No,NaBiSeCl2.cif,,NaBiSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiSeI2,Yes,No,NaBiSeI2.cif,,NaBiSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiTeBr2,Yes,No,NaBiTeBr2.cif,,NaBiTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiTeCl2,Yes,No,NaBiTeCl2.cif,,NaBiTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaBiTeI2,Yes,No,NaBiTeI2.cif,,NaBiTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaSBr2,Yes,No,NaGaSBr2.cif,,NaGaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaSCl2,Yes,No,NaGaSCl2.cif,,NaGaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaSI2,Yes,No,NaGaSI2.cif,,NaGaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaSeBr2,Yes,No,NaGaSeBr2.cif,,NaGaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaSeCl2,Yes,No,NaGaSeCl2.cif,,NaGaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaSeI2,Yes,No,NaGaSeI2.cif,,NaGaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaTeBr2,Yes,No,NaGaTeBr2.cif,,NaGaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaTeCl2,Yes,No,NaGaTeCl2.cif,,NaGaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaGaTeI2,Yes,No,NaGaTeI2.cif,,NaGaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInSBr2,Yes,No,NaInSBr2.cif,,NaInSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInSCl2,Yes,No,NaInSCl2.cif,,NaInSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInSI2,Yes,No,NaInSI2.cif,,NaInSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInSeBr2,Yes,No,NaInSeBr2.cif,,NaInSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInSeCl2,Yes,No,NaInSeCl2.cif,,NaInSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInSeI2,Yes,No,NaInSeI2.cif,,NaInSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInTeBr2,Yes,No,NaInTeBr2.cif,,NaInTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInTeCl2,Yes,No,NaInTeCl2.cif,,NaInTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaInTeI2,Yes,No,NaInTeI2.cif,,NaInTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaSBr2,Yes,No,NaLaSBr2.cif,,NaLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaSCl2,Yes,No,NaLaSCl2.cif,,NaLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaSI2,Yes,No,NaLaSI2.cif,,NaLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaSeBr2,Yes,No,NaLaSeBr2.cif,,NaLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaSeCl2,Yes,No,NaLaSeCl2.cif,,NaLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaSeI2,Yes,No,NaLaSeI2.cif,,NaLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaTeBr2,Yes,No,NaLaTeBr2.cif,,NaLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaTeCl2,Yes,No,NaLaTeCl2.cif,,NaLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaLaTeI2,Yes,No,NaLaTeI2.cif,,NaLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbSBr2,Yes,No,NaSbSBr2.cif,,NaSbSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbSCl2,Yes,No,NaSbSCl2.cif,,NaSbSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbSI2,Yes,No,NaSbSI2.cif,,NaSbSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbSeBr2,Yes,No,NaSbSeBr2.cif,,NaSbSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbSeCl2,Yes,No,NaSbSeCl2.cif,,NaSbSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbSeI2,Yes,No,NaSbSeI2.cif,,NaSbSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbTeBr2,Yes,No,NaSbTeBr2.cif,,NaSbTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbTeCl2,Yes,No,NaSbTeCl2.cif,,NaSbTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaSbTeI2,Yes,No,NaSbTeI2.cif,,NaSbTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScSBr2,Yes,No,NaScSBr2.cif,,NaScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScSCl2,Yes,No,NaScSCl2.cif,,NaScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScSI2,Yes,No,NaScSI2.cif,,NaScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScSeBr2,Yes,No,NaScSeBr2.cif,,NaScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScSeCl2,Yes,No,NaScSeCl2.cif,,NaScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScSeI2,Yes,No,NaScSeI2.cif,,NaScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScTeBr2,Yes,No,NaScTeBr2.cif,,NaScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScTeCl2,Yes,No,NaScTeCl2.cif,,NaScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaScTeI2,Yes,No,NaScTeI2.cif,,NaScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYSBr2,Yes,No,NaYSBr2.cif,,NaYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYSCl2,Yes,No,NaYSCl2.cif,,NaYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYSI2,Yes,No,NaYSI2.cif,,NaYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYSeBr2,Yes,No,NaYSeBr2.cif,,NaYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYSeCl2,Yes,No,NaYSeCl2.cif,,NaYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYSeI2,Yes,No,NaYSeI2.cif,,NaYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYTeBr2,Yes,No,NaYTeBr2.cif,,NaYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYTeCl2,Yes,No,NaYTeCl2.cif,,NaYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaYTeI2,Yes,No,NaYTeI2.cif,,NaYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlSBr2,Yes,No,RbAlSBr2.cif,,RbAlSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlSCl2,Yes,No,RbAlSCl2.cif,,RbAlSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlSI2,Yes,No,RbAlSI2.cif,,RbAlSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlSeBr2,Yes,No,RbAlSeBr2.cif,,RbAlSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlSeCl2,Yes,No,RbAlSeCl2.cif,,RbAlSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlSeI2,Yes,No,RbAlSeI2.cif,,RbAlSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlTeBr2,Yes,No,RbAlTeBr2.cif,,RbAlTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlTeCl2,Yes,No,RbAlTeCl2.cif,,RbAlTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbAlTeI2,Yes,No,RbAlTeI2.cif,,RbAlTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiSBr2,Yes,No,RbBiSBr2.cif,,RbBiSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiSCl2,Yes,No,RbBiSCl2.cif,,RbBiSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiSI2,Yes,No,RbBiSI2.cif,,RbBiSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiSeBr2,Yes,No,RbBiSeBr2.cif,,RbBiSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiSeCl2,Yes,No,RbBiSeCl2.cif,,RbBiSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiSeI2,Yes,No,RbBiSeI2.cif,,RbBiSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiTeBr2,Yes,No,RbBiTeBr2.cif,,RbBiTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiTeCl2,Yes,No,RbBiTeCl2.cif,,RbBiTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbBiTeI2,Yes,No,RbBiTeI2.cif,,RbBiTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaSBr2,Yes,No,RbGaSBr2.cif,,RbGaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaSCl2,Yes,No,RbGaSCl2.cif,,RbGaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaSI2,Yes,No,RbGaSI2.cif,,RbGaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaSeBr2,Yes,No,RbGaSeBr2.cif,,RbGaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaSeCl2,Yes,No,RbGaSeCl2.cif,,RbGaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaSeI2,Yes,No,RbGaSeI2.cif,,RbGaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaTeBr2,Yes,No,RbGaTeBr2.cif,,RbGaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaTeCl2,Yes,No,RbGaTeCl2.cif,,RbGaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbGaTeI2,Yes,No,RbGaTeI2.cif,,RbGaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInSBr2,Yes,No,RbInSBr2.cif,,RbInSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInSCl2,Yes,No,RbInSCl2.cif,,RbInSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInSI2,Yes,No,RbInSI2.cif,,RbInSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInSeBr2,Yes,No,RbInSeBr2.cif,,RbInSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInSeCl2,Yes,No,RbInSeCl2.cif,,RbInSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInSeI2,Yes,No,RbInSeI2.cif,,RbInSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInTeBr2,Yes,No,RbInTeBr2.cif,,RbInTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInTeCl2,Yes,No,RbInTeCl2.cif,,RbInTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbInTeI2,Yes,No,RbInTeI2.cif,,RbInTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaSBr2,Yes,No,RbLaSBr2.cif,,RbLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaSCl2,Yes,No,RbLaSCl2.cif,,RbLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaSI2,Yes,No,RbLaSI2.cif,,RbLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaSeBr2,Yes,No,RbLaSeBr2.cif,,RbLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaSeCl2,Yes,No,RbLaSeCl2.cif,,RbLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaSeI2,Yes,No,RbLaSeI2.cif,,RbLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaTeBr2,Yes,No,RbLaTeBr2.cif,,RbLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaTeCl2,Yes,No,RbLaTeCl2.cif,,RbLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbLaTeI2,Yes,No,RbLaTeI2.cif,,RbLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbSBr2,Yes,No,RbSbSBr2.cif,,RbSbSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbSCl2,Yes,No,RbSbSCl2.cif,,RbSbSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbSI2,Yes,No,RbSbSI2.cif,,RbSbSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbSeBr2,Yes,No,RbSbSeBr2.cif,,RbSbSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbSeCl2,Yes,No,RbSbSeCl2.cif,,RbSbSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbSeI2,Yes,No,RbSbSeI2.cif,,RbSbSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbTeBr2,Yes,No,RbSbTeBr2.cif,,RbSbTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbTeCl2,Yes,No,RbSbTeCl2.cif,,RbSbTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbSbTeI2,Yes,No,RbSbTeI2.cif,,RbSbTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScSBr2,Yes,No,RbScSBr2.cif,,RbScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScSCl2,Yes,No,RbScSCl2.cif,,RbScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScSI2,Yes,No,RbScSI2.cif,,RbScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScSeBr2,Yes,No,RbScSeBr2.cif,,RbScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScSeCl2,Yes,No,RbScSeCl2.cif,,RbScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScSeI2,Yes,No,RbScSeI2.cif,,RbScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScTeBr2,Yes,No,RbScTeBr2.cif,,RbScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScTeCl2,Yes,No,RbScTeCl2.cif,,RbScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbScTeI2,Yes,No,RbScTeI2.cif,,RbScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYSBr2,Yes,No,RbYSBr2.cif,,RbYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYSCl2,Yes,No,RbYSCl2.cif,,RbYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYSI2,Yes,No,RbYSI2.cif,,RbYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYSeBr2,Yes,No,RbYSeBr2.cif,,RbYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYSeCl2,Yes,No,RbYSeCl2.cif,,RbYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYSeI2,Yes,No,RbYSeI2.cif,,RbYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYTeBr2,Yes,No,RbYTeBr2.cif,,RbYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYTeCl2,Yes,No,RbYTeCl2.cif,,RbYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
RbYTeI2,Yes,No,RbYTeI2.cif,,RbYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
SbAuSBr2,Yes,No,SbAuSBr2.cif,,AuSbSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
SbAuSCl2,Yes,No,SbAuSCl2.cif,,AuSbSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
SbAuSI2,Yes,No,SbAuSI2.cif,,AuSbSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
SbAuSeBr2,Yes,No,SbAuSeBr2.cif,,AuSbSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
SbAuSeCl2,Yes,No,SbAuSeCl2.cif,,AuSbSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
SbAuSeI2,Yes,No,SbAuSeI2.cif,,AuSbSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
SbTeAuBr2,Yes,No,SbTeAuBr2.cif,,AuSbTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
SbTeAuCl2,Yes,No,SbTeAuCl2.cif,,AuSbTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
SbTeAuI2,Yes,No,SbTeAuI2.cif,,AuSbTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScAgSBr2,Yes,No,ScAgSBr2.cif,,AgScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgSCl2,Yes,No,ScAgSCl2.cif,,AgScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgSI2,Yes,No,ScAgSI2.cif,,AgScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgSeBr2,Yes,No,ScAgSeBr2.cif,,AgScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgSeCl2,Yes,No,ScAgSeCl2.cif,,AgScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgSeI2,Yes,No,ScAgSeI2.cif,,AgScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgTeBr2,Yes,No,ScAgTeBr2.cif,,AgScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgTeCl2,Yes,No,ScAgTeCl2.cif,,AgScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAgTeI2,Yes,No,ScAgTeI2.cif,,AgScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScAuSBr2,Yes,No,ScAuSBr2.cif,,AuScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScAuSCl2,Yes,No,ScAuSCl2.cif,,AuScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScAuSI2,Yes,No,ScAuSI2.cif,,AuScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScAuSeBr2,Yes,No,ScAuSeBr2.cif,,AuScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScAuSeCl2,Yes,No,ScAuSeCl2.cif,,AuScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScAuSeI2,Yes,No,ScAuSeI2.cif,,AuScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScCuSBr2,Yes,No,ScCuSBr2.cif,,CuScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuSCl2,Yes,No,ScCuSCl2.cif,,CuScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuSI2,Yes,No,ScCuSI2.cif,,CuScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuSeBr2,Yes,No,ScCuSeBr2.cif,,CuScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuSeCl2,Yes,No,ScCuSeCl2.cif,,CuScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuSeI2,Yes,No,ScCuSeI2.cif,,CuScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuTeBr2,Yes,No,ScCuTeBr2.cif,,CuScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuTeCl2,Yes,No,ScCuTeCl2.cif,,CuScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScCuTeI2,Yes,No,ScCuTeI2.cif,,CuScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
ScTeAuBr2,Yes,No,ScTeAuBr2.cif,,AuScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScTeAuCl2,Yes,No,ScTeAuCl2.cif,,AuScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
ScTeAuI2,Yes,No,ScTeAuI2.cif,,AuScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
YAgSBr2,Yes,No,YAgSBr2.cif,,AgYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgSCl2,Yes,No,YAgSCl2.cif,,AgYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgSI2,Yes,No,YAgSI2.cif,,AgYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgSeBr2,Yes,No,YAgSeBr2.cif,,AgYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgSeCl2,Yes,No,YAgSeCl2.cif,,AgYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
YAgSeI2,Yes,No,YAgSeI2.cif,,AgYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
