formula,reduced_formula,b_site_plus2,c_site_plus3,chalcogen_minus2,halide_minus1,template,charge_check
Ni2InS2Br3,InNi2S2Br3,Ni,In,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InS2I3,InNi2S2I3,Ni,In,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InSe2F3,InNi2Se2F3,Ni,In,Se,F,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InSe2Cl3,InNi2Se2Cl3,Ni,In,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InSe2Br3,InNi2Se2Br3,Ni,In,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InSe2I3,InNi2Se2I3,Ni,In,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InTe2F3,InNi2Te2F3,Ni,In,Te,F,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InTe2Cl3,InNi2Te2Cl3,Ni,In,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InTe2Br3,InNi2Te2Br3,Ni,In,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2InTe2I3,InNi2Te2I3,Ni,In,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScS2F3,ScNi2S2F3,Ni,Sc,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScS2Cl3,ScNi2S2Cl3,Ni,Sc,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScS2Br3,ScNi2S2Br3,Ni,Sc,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScS2I3,ScNi2S2I3,Ni,Sc,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScSe2F3,ScNi2Se2F3,Ni,Sc,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScSe2Cl3,ScNi2Se2Cl3,Ni,Sc,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScSe2Br3,ScNi2Se2Br3,Ni,Sc,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScSe2I3,ScNi2Se2I3,Ni,Sc,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScTe2F3,ScNi2Te2F3,Ni,Sc,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScTe2Cl3,ScNi2Te2Cl3,Ni,Sc,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScTe2Br3,ScNi2Te2Br3,Ni,Sc,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ScTe2I3,ScNi2Te2I3,Ni,Sc,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YS2F3,YNi2S2F3,Ni,Y,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YS2Cl3,YNi2S2Cl3,Ni,Y,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YS2Br3,YNi2S2Br3,Ni,Y,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YS2I3,YNi2S2I3,Ni,Y,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YSe2F3,YNi2Se2F3,Ni,Y,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YSe2Cl3,YNi2Se2Cl3,Ni,Y,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YSe2Br3,YNi2Se2Br3,Ni,Y,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YSe2I3,YNi2Se2I3,Ni,Y,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YTe2F3,YNi2Te2F3,Ni,Y,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YTe2Cl3,YNi2Te2Cl3,Ni,Y,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YTe2Br3,YNi2Te2Br3,Ni,Y,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2YTe2I3,YNi2Te2I3,Ni,Y,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaS2F3,LaNi2S2F3,Ni,La,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaS2Cl3,LaNi2S2Cl3,Ni,La,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaS2Br3,LaNi2S2Br3,Ni,La,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaS2I3,LaNi2S2I3,Ni,La,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaSe2F3,LaNi2Se2F3,Ni,La,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaSe2Cl3,LaNi2Se2Cl3,Ni,La,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaSe2Br3,LaNi2Se2Br3,Ni,La,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaSe2I3,LaNi2Se2I3,Ni,La,Se,I,Ge2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaTe2F3,LaNi2Te2F3,Ni,La,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaTe2Cl3,LaNi2Te2Cl3,Ni,La,Te,Cl,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaTe2Br3,LaNi2Te2Br3,Ni,La,Te,Br,Ge2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LaTe2I3,LaNi2Te2I3,Ni,La,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuS2F3,LuNi2S2F3,Ni,Lu,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuS2Cl3,LuNi2S2Cl3,Ni,Lu,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuS2Br3,LuNi2S2Br3,Ni,Lu,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuS2I3,LuNi2S2I3,Ni,Lu,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuSe2F3,LuNi2Se2F3,Ni,Lu,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuSe2Cl3,LuNi2Se2Cl3,Ni,Lu,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuSe2Br3,LuNi2Se2Br3,Ni,Lu,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuSe2I3,LuNi2Se2I3,Ni,Lu,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuTe2F3,LuNi2Te2F3,Ni,Lu,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuTe2Cl3,LuNi2Te2Cl3,Ni,Lu,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuTe2Br3,LuNi2Te2Br3,Ni,Lu,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2LuTe2I3,LuNi2Te2I3,Ni,Lu,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiS2F3,Ni2BiS2F3,Ni,Bi,S,F,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiS2Cl3,Ni2BiS2Cl3,Ni,Bi,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiS2Br3,Ni2BiS2Br3,Ni,Bi,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiS2I3,Ni2BiS2I3,Ni,Bi,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiSe2F3,Ni2BiSe2F3,Ni,Bi,Se,F,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiSe2Cl3,Ni2BiSe2Cl3,Ni,Bi,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiSe2Br3,Ni2BiSe2Br3,Ni,Bi,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiSe2I3,Ni2BiSe2I3,Ni,Bi,Se,I,Ge2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiTe2F3,Ni2BiTe2F3,Ni,Bi,Te,F,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiTe2Cl3,Ni2BiTe2Cl3,Ni,Bi,Te,Cl,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiTe2Br3,Ni2BiTe2Br3,Ni,Bi,Te,Br,Ge2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2BiTe2I3,Ni2BiTe2I3,Ni,Bi,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbS2F3,Ni2SbS2F3,Ni,Sb,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbS2Cl3,Ni2SbS2Cl3,Ni,Sb,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbS2Br3,Ni2SbS2Br3,Ni,Sb,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbS2I3,Ni2SbS2I3,Ni,Sb,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbSe2F3,Ni2SbSe2F3,Ni,Sb,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbSe2Cl3,Ni2SbSe2Cl3,Ni,Sb,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbSe2Br3,Ni2SbSe2Br3,Ni,Sb,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbSe2I3,Ni2SbSe2I3,Ni,Sb,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbTe2F3,Ni2SbTe2F3,Ni,Sb,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbTe2Cl3,Ni2SbTe2Cl3,Ni,Sb,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbTe2Br3,Ni2SbTe2Br3,Ni,Sb,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2SbTe2I3,Ni2SbTe2I3,Ni,Sb,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiS2F3,TiNi2S2F3,Ni,Ti,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiS2Cl3,TiNi2S2Cl3,Ni,Ti,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiS2Br3,TiNi2S2Br3,Ni,Ti,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiS2I3,TiNi2S2I3,Ni,Ti,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiSe2F3,TiNi2Se2F3,Ni,Ti,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiSe2Cl3,TiNi2Se2Cl3,Ni,Ti,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiSe2Br3,TiNi2Se2Br3,Ni,Ti,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiSe2I3,TiNi2Se2I3,Ni,Ti,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiTe2F3,TiNi2Te2F3,Ni,Ti,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiTe2Cl3,TiNi2Te2Cl3,Ni,Ti,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiTe2Br3,TiNi2Te2Br3,Ni,Ti,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TiTe2I3,TiNi2Te2I3,Ni,Ti,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VS2F3,VNi2S2F3,Ni,V,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VS2Cl3,VNi2S2Cl3,Ni,V,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VS2Br3,VNi2S2Br3,Ni,V,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VS2I3,VNi2S2I3,Ni,V,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VSe2F3,VNi2Se2F3,Ni,V,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VSe2Cl3,VNi2Se2Cl3,Ni,V,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VSe2Br3,VNi2Se2Br3,Ni,V,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VSe2I3,VNi2Se2I3,Ni,V,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VTe2F3,VNi2Te2F3,Ni,V,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VTe2Cl3,VNi2Te2Cl3,Ni,V,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VTe2Br3,VNi2Te2Br3,Ni,V,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2VTe2I3,VNi2Te2I3,Ni,V,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbS2F3,NbNi2S2F3,Ni,Nb,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbS2Cl3,NbNi2S2Cl3,Ni,Nb,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbS2Br3,NbNi2S2Br3,Ni,Nb,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbS2I3,NbNi2S2I3,Ni,Nb,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbSe2F3,NbNi2Se2F3,Ni,Nb,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbSe2Cl3,NbNi2Se2Cl3,Ni,Nb,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbSe2Br3,NbNi2Se2Br3,Ni,Nb,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbSe2I3,NbNi2Se2I3,Ni,Nb,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbTe2F3,NbNi2Te2F3,Ni,Nb,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbTe2Cl3,NbNi2Te2Cl3,Ni,Nb,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbTe2Br3,NbNi2Te2Br3,Ni,Nb,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2NbTe2I3,NbNi2Te2I3,Ni,Nb,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoS2F3,Ni2MoS2F3,Ni,Mo,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoS2Cl3,Ni2MoS2Cl3,Ni,Mo,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoS2Br3,Ni2MoS2Br3,Ni,Mo,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoS2I3,Ni2MoS2I3,Ni,Mo,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoSe2F3,Ni2MoSe2F3,Ni,Mo,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoSe2Cl3,Ni2MoSe2Cl3,Ni,Mo,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoSe2Br3,Ni2MoSe2Br3,Ni,Mo,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoSe2I3,Ni2MoSe2I3,Ni,Mo,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoTe2F3,Ni2Te2MoF3,Ni,Mo,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoTe2Cl3,Ni2Te2MoCl3,Ni,Mo,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoTe2Br3,Ni2Te2MoBr3,Ni,Mo,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2MoTe2I3,Ni2Te2MoI3,Ni,Mo,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrS2F3,ZrNi2S2F3,Ni,Zr,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrS2Cl3,ZrNi2S2Cl3,Ni,Zr,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrS2Br3,ZrNi2S2Br3,Ni,Zr,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrS2I3,ZrNi2S2I3,Ni,Zr,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrSe2F3,ZrNi2Se2F3,Ni,Zr,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrSe2Cl3,ZrNi2Se2Cl3,Ni,Zr,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrSe2Br3,ZrNi2Se2Br3,Ni,Zr,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrSe2I3,ZrNi2Se2I3,Ni,Zr,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrTe2F3,ZrNi2Te2F3,Ni,Zr,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrTe2Cl3,ZrNi2Te2Cl3,Ni,Zr,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrTe2Br3,ZrNi2Te2Br3,Ni,Zr,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2ZrTe2I3,ZrNi2Te2I3,Ni,Zr,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfS2F3,HfNi2S2F3,Ni,Hf,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfS2Cl3,HfNi2S2Cl3,Ni,Hf,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfS2Br3,HfNi2S2Br3,Ni,Hf,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfS2I3,HfNi2S2I3,Ni,Hf,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfSe2F3,HfNi2Se2F3,Ni,Hf,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfSe2Cl3,HfNi2Se2Cl3,Ni,Hf,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfSe2Br3,HfNi2Se2Br3,Ni,Hf,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfSe2I3,HfNi2Se2I3,Ni,Hf,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfTe2F3,HfNi2Te2F3,Ni,Hf,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfTe2Cl3,HfNi2Te2Cl3,Ni,Hf,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfTe2Br3,HfNi2Te2Br3,Ni,Hf,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2HfTe2I3,HfNi2Te2I3,Ni,Hf,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaS2F3,TaNi2S2F3,Ni,Ta,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaS2Cl3,TaNi2S2Cl3,Ni,Ta,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaS2Br3,TaNi2S2Br3,Ni,Ta,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaS2I3,TaNi2S2I3,Ni,Ta,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaSe2F3,TaNi2Se2F3,Ni,Ta,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaSe2Cl3,TaNi2Se2Cl3,Ni,Ta,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaSe2Br3,TaNi2Se2Br3,Ni,Ta,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ni2TaSe2I3,TaNi2Se2I3,Ni,Ta,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
