structure_id,source_file,source_path,formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass
RbGaSBr2,RbGaSBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSBr2.cif,RbGaSBr2,Indirect,1.3947,0.9108,Unstable,No
RbGaSCl2,RbGaSCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSCl2.cif,RbGaSCl2,Indirect,0.9964,0.7681,Unstable,No
RbGaSF2,RbGaSF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSF2.cif,RbGaSF2,Direct,1.286,0.9176,Stable,No
RbGaSI2,RbGaSI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSI2.cif,RbGaSI2,Indirect,1.9673,0.3362,Stable,No
RbGaSeBr2,RbGaSeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSeBr2.cif,RbGaSeBr2,Indirect,1.4791,0.36,Stable,No
RbGaSeCl2,RbGaSeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSeCl2.cif,RbGaSeCl2,Indirect,0.5564,0.5837,Stable,No
RbGaSeF2,RbGaSeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSeF2.cif,RbGaSeF2,Direct,1.4755,0.2714,Stable,No
RbGaSeI2,RbGaSeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaSeI2.cif,RbGaSeI2,Direct,1.3222,0.3129,Stable,No
RbGaTeBr2,RbGaTeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaTeBr2.cif,RbGaTeBr2,Indirect,1.4127,0.2262,Stable,No
RbGaTeCl2,RbGaTeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaTeCl2.cif,RbGaTeCl2,Indirect,0.6007,0.2387,Stable,No
RbGaTeF2,RbGaTeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaTeF2.cif,RbGaTeF2,Direct,0.2483,0.2574,Unstable,No
RbGaTeI2,RbGaTeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGaTeI2.cif,RbGaTeI2,Indirect,0.9143,0.406,Stable,No
RbGeSBr,RbGeSBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSBr.cif,RbGeSBr,Indirect,0.002,0.0166,Unstable,No
RbGeSCl,RbGeSCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSCl.cif,RbGeSCl,Indirect,-0.0005,0.0186,Unstable,No
RbGeSF,RbGeSF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSF.cif,RbGeSF,Direct,0.7228,0.5964,Stable,Yes
RbGeSI,RbGeSI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSI.cif,RbGeSI,Indirect,0.0292,0.0372,Unstable,No
RbGeSeBr,RbGeSeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSeBr.cif,RbGeSeBr,Direct,0.4593,0.3433,Stable,No
RbGeSeCl,RbGeSeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSeCl.cif,RbGeSeCl,Direct,0.4502,0.3264,Stable,No
RbGeSeF,RbGeSeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSeF.cif,RbGeSeF,Direct,0.6365,0.4635,Stable,Yes
RbGeSeI,RbGeSeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeSeI.cif,RbGeSeI,Indirect,0.0591,0.0429,Unstable,No
RbGeTeBr,RbGeTeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeTeBr.cif,RbGeTeBr,Direct,0.4014,0.2944,Stable,No
RbGeTeCl,RbGeTeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeTeCl.cif,RbGeTeCl,Direct,0.3556,0.2163,Stable,No
RbGeTeF,RbGeTeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeTeF.cif,RbGeTeF,Indirect,0.4446,0.4532,Stable,No
RbGeTeI,RbGeTeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbGeTeI.cif,RbGeTeI,Indirect,0.0103,0.032,Unstable,No
RbHf2S3Br,RbHf2S3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2S3Br.cif,RbHf2S3Br,Indirect,1.1566,0.5032,Stable,No
RbHf2S3Cl,RbHf2S3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2S3Cl.cif,RbHf2S3Cl,Indirect,0.8878,0.3559,Stable,No
RbHf2S3F,RbHf2S3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2S3F.cif,RbHf2S3F,Indirect,0.9655,0.5313,Stable,No
RbHf2S3I,RbHf2S3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2S3I.cif,RbHf2S3I,Indirect,0.8854,0.4355,Stable,No
RbHf2Se3Br,RbHf2Se3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Se3Br.cif,RbHf2Se3Br,Indirect,0.5687,0.5177,Stable,No
RbHf2Se3Cl,RbHf2Se3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Se3Cl.cif,RbHf2Se3Cl,Indirect,0.6553,0.4705,Unstable,No
RbHf2Se3F,RbHf2Se3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Se3F.cif,RbHf2Se3F,Indirect,0.6248,0.3866,Stable,No
RbHf2Se3I,RbHf2Se3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Se3I.cif,RbHf2Se3I,Indirect,0.8288,0.3012,Stable,No
RbHf2Te3Br,RbHf2Te3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Te3Br.cif,RbHf2Te3Br,Indirect,0.1933,0.1117,Stable,No
RbHf2Te3Cl,RbHf2Te3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Te3Cl.cif,RbHf2Te3Cl,Indirect,0.2259,0.1611,Stable,No
RbHf2Te3F,RbHf2Te3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Te3F.cif,RbHf2Te3F,Indirect,0.0379,0.0397,Unstable,No
RbHf2Te3I,RbHf2Te3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHf2Te3I.cif,RbHf2Te3I,Indirect,0.5025,0.0597,Stable,No
RbHfSBr2,RbHfSBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSBr2.cif,RbHfSBr2,Indirect,1.01,0.7099,Unstable,No
RbHfSCl2,RbHfSCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSCl2.cif,RbHfSCl2,Indirect,0.2475,0.2637,Unstable,No
RbHfSF2,RbHfSF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSF2.cif,RbHfSF2,Direct,0.1816,0.2333,Unstable,No
RbHfSI2,RbHfSI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSI2.cif,RbHfSI2,Indirect,1.3481,0.6306,Unstable,No
RbHfSeBr2,RbHfSeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSeBr2.cif,RbHfSeBr2,Indirect,0.8335,0.5804,Unstable,No
RbHfSeCl2,RbHfSeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSeCl2.cif,RbHfSeCl2,Indirect,0.2043,0.2302,Unstable,No
RbHfSeF2,RbHfSeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSeF2.cif,RbHfSeF2,Direct,0.1142,0.1344,Unstable,No
RbHfSeI2,RbHfSeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfSeI2.cif,RbHfSeI2,Indirect,0.9433,0.2637,Stable,No
RbHfTeBr2,RbHfTeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfTeBr2.cif,RbHfTeBr2,Indirect,0.5873,0.3595,Unstable,No
RbHfTeCl2,RbHfTeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfTeCl2.cif,RbHfTeCl2,Indirect,0.302,0.2067,Unstable,No
RbHfTeF2,RbHfTeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfTeF2.cif,RbHfTeF2,Direct,0.0604,0.0273,Unstable,No
RbHfTeI2,RbHfTeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbHfTeI2.cif,RbHfTeI2,Indirect,0.9195,0.1709,Unstable,No
RbIn2S3Br,RbIn2S3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2S3Br.cif,RbIn2S3Br,Indirect,1.8441,0.238,Stable,No
RbIn2S3Cl,RbIn2S3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2S3Cl.cif,RbIn2S3Cl,Indirect,1.5989,0.3277,Stable,No
RbIn2S3F,RbIn2S3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2S3F.cif,RbIn2S3F,Indirect,1.5348,0.5438,Stable,No
RbIn2S3I,RbIn2S3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2S3I.cif,RbIn2S3I,Indirect,1.2785,0.4501,Stable,No
RbIn2Se3Br,RbIn2Se3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Se3Br.cif,RbIn2Se3Br,Direct,1.4226,0.1655,Stable,No
RbIn2Se3Cl,RbIn2Se3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Se3Cl.cif,RbIn2Se3Cl,Indirect,1.4668,0.0816,Stable,No
RbIn2Se3F,RbIn2Se3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Se3F.cif,RbIn2Se3F,Indirect,1.2691,0.1727,Stable,No
RbIn2Se3I,RbIn2Se3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Se3I.cif,RbIn2Se3I,Direct,1.3358,0.1769,Stable,No
RbIn2Te3Br,RbIn2Te3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Te3Br.cif,RbIn2Te3Br,Indirect,0.0465,0.047,Stable,No
RbIn2Te3Cl,RbIn2Te3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Te3Cl.cif,RbIn2Te3Cl,Indirect,0.0564,0.066,Stable,No
RbIn2Te3F,RbIn2Te3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Te3F.cif,RbIn2Te3F,Indirect,0.0214,0.0327,Unstable,No
RbIn2Te3I,RbIn2Te3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbIn2Te3I.cif,RbIn2Te3I,Indirect,0.3929,0.3224,Stable,No
RbInSBr2,RbInSBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSBr2.cif,RbInSBr2,Indirect,1.7453,0.6171,Unstable,No
RbInSCl2,RbInSCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSCl2.cif,RbInSCl2,Indirect,1.182,0.4604,Stable,No
RbInSF2,RbInSF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSF2.cif,RbInSF2,Indirect,0.4815,0.5346,Unstable,No
RbInSI2,RbInSI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSI2.cif,RbInSI2,Direct,1.7904,0.2327,Stable,No
RbInSeBr2,RbInSeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSeBr2.cif,RbInSeBr2,Indirect,1.0696,0.5794,Unstable,No
RbInSeCl2,RbInSeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSeCl2.cif,RbInSeCl2,Indirect,0.9412,0.2424,Stable,No
RbInSeF2,RbInSeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSeF2.cif,RbInSeF2,Direct,0.4926,0.4957,Unstable,No
RbInSeI2,RbInSeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInSeI2.cif,RbInSeI2,Indirect,1.4297,0.2744,Stable,No
RbInTeBr2,RbInTeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInTeBr2.cif,RbInTeBr2,Indirect,0.8753,0.3816,Unstable,No
RbInTeCl2,RbInTeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInTeCl2.cif,RbInTeCl2,Indirect,0.4396,0.4168,Stable,No
RbInTeF2,RbInTeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInTeF2.cif,RbInTeF2,Direct,0.102,0.109,Unstable,No
RbInTeI2,RbInTeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbInTeI2.cif,RbInTeI2,Indirect,0.7511,0.4687,Stable,No
RbLa2S3Br,RbLa2S3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2S3Br.cif,RbLa2S3Br,Indirect,2.3064,0.3167,Stable,No
RbLa2S3Cl,RbLa2S3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2S3Cl.cif,RbLa2S3Cl,Indirect,1.6247,0.4452,Stable,No
RbLa2S3F,RbLa2S3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2S3F.cif,RbLa2S3F,Indirect,1.5849,0.433,Stable,No
RbLa2S3I,RbLa2S3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2S3I.cif,RbLa2S3I,Direct,1.8672,0.3306,Stable,No
RbLa2Se3Br,RbLa2Se3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Se3Br.cif,RbLa2Se3Br,Direct,1.2494,0.3413,Stable,No
RbLa2Se3Cl,RbLa2Se3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Se3Cl.cif,RbLa2Se3Cl,Direct,0.9387,0.3054,Stable,Yes
RbLa2Se3F,RbLa2Se3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Se3F.cif,RbLa2Se3F,Direct,0.8177,0.3493,Stable,Yes
RbLa2Se3I,RbLa2Se3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Se3I.cif,RbLa2Se3I,Direct,1.2823,0.376,Stable,No
RbLa2Te3Br,RbLa2Te3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Te3Br.cif,RbLa2Te3Br,Indirect,0.1791,0.2325,Unstable,No
RbLa2Te3Cl,RbLa2Te3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Te3Cl.cif,RbLa2Te3Cl,Indirect,0.4426,0.3463,Unstable,No
RbLa2Te3F,RbLa2Te3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Te3F.cif,RbLa2Te3F,Indirect,0.0162,0.0427,Unstable,No
RbLa2Te3I,RbLa2Te3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLa2Te3I.cif,RbLa2Te3I,Indirect,0.544,0.4628,Unstable,No
RbLaSBr2,RbLaSBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSBr2.cif,RbLaSBr2,Indirect,2.5879,0.2208,Stable,No
RbLaSCl2,RbLaSCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSCl2.cif,RbLaSCl2,Indirect,2.568,0.6688,Unstable,No
RbLaSF2,RbLaSF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSF2.cif,RbLaSF2,Direct,0.5725,0.5176,Stable,Yes
RbLaSI2,RbLaSI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSI2.cif,RbLaSI2,Indirect,2.0355,0.0991,Stable,No
RbLaSeBr2,RbLaSeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSeBr2.cif,RbLaSeBr2,Indirect,1.63,0.4357,Stable,No
RbLaSeCl2,RbLaSeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSeCl2.cif,RbLaSeCl2,Indirect,0.8867,0.3639,Stable,No
RbLaSeF2,RbLaSeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSeF2.cif,RbLaSeF2,Direct,0.611,0.2887,Unstable,No
RbLaSeI2,RbLaSeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaSeI2.cif,RbLaSeI2,Indirect,1.728,0.0914,Stable,No
RbLaTeBr2,RbLaTeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaTeBr2.cif,RbLaTeBr2,Indirect,1.1056,0.3749,Stable,No
RbLaTeCl2,RbLaTeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaTeCl2.cif,RbLaTeCl2,Indirect,0.3622,0.3255,Stable,No
RbLaTeF2,RbLaTeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaTeF2.cif,RbLaTeF2,Indirect,0.2517,0.2966,Stable,No
RbLaTeI2,RbLaTeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLaTeI2.cif,RbLaTeI2,Indirect,1.1413,0.203,Stable,No
RbLu2S3Br,RbLu2S3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2S3Br.cif,RbLu2S3Br,Indirect,1.8091,0.7696,Stable,No
RbLu2S3Cl,RbLu2S3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2S3Cl.cif,RbLu2S3Cl,Direct,1.7701,0.9136,Stable,No
RbLu2S3F,RbLu2S3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2S3F.cif,RbLu2S3F,Indirect,2.168,0.3157,Stable,No
RbLu2S3I,RbLu2S3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2S3I.cif,RbLu2S3I,Indirect,1.7091,0.6031,Stable,No
RbLu2Se3Br,RbLu2Se3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Se3Br.cif,RbLu2Se3Br,Indirect,1.5661,0.4425,Stable,No
RbLu2Se3Cl,RbLu2Se3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Se3Cl.cif,RbLu2Se3Cl,Direct,1.4385,0.1222,Stable,No
RbLu2Se3F,RbLu2Se3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Se3F.cif,RbLu2Se3F,Indirect,1.4483,0.2506,Stable,No
RbLu2Se3I,RbLu2Se3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Se3I.cif,RbLu2Se3I,Direct,1.6993,0.146,Stable,No
RbLu2Te3Br,RbLu2Te3Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Te3Br.cif,RbLu2Te3Br,Indirect,0.029,0.0301,Unstable,No
RbLu2Te3Cl,RbLu2Te3Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Te3Cl.cif,RbLu2Te3Cl,Indirect,0.0333,0.0338,Unstable,No
RbLu2Te3F,RbLu2Te3F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Te3F.cif,RbLu2Te3F,Indirect,0.0412,0.0442,Unstable,No
RbLu2Te3I,RbLu2Te3I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLu2Te3I.cif,RbLu2Te3I,Direct,0.4484,0.4452,Unstable,No
RbLuSBr2,RbLuSBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSBr2.cif,RbLuSBr2,Indirect,2.6288,0.2776,Unstable,No
RbLuSCl2,RbLuSCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSCl2.cif,RbLuSCl2,Indirect,1.8291,0.481,Stable,No
RbLuSF2,RbLuSF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSF2.cif,RbLuSF2,Indirect,1.0948,0.5904,Unstable,No
RbLuSI2,RbLuSI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSI2.cif,RbLuSI2,Indirect,1.2114,0.7371,Unstable,No
RbLuSeBr2,RbLuSeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSeBr2.cif,RbLuSeBr2,Indirect,1.5304,0.657,Unstable,No
RbLuSeCl2,RbLuSeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSeCl2.cif,RbLuSeCl2,Indirect,1.2466,0.1953,Stable,No
RbLuSeF2,RbLuSeF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSeF2.cif,RbLuSeF2,Direct,0.4045,0.3944,Unstable,No
RbLuSeI2,RbLuSeI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuSeI2.cif,RbLuSeI2,Indirect,2.0166,0.2621,Stable,No
RbLuTeBr2,RbLuTeBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuTeBr2.cif,RbLuTeBr2,Indirect,0.8476,0.5833,Unstable,No
RbLuTeCl2,RbLuTeCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/RbLuTeCl2.cif,RbLuTeCl2,Indirect,0.7197,0.3809,Stable,No
